cliente_id,edad,genero,region,zona,tipo_cliente,es_digital,uso_app,uso_whatsapp,interaccion_digital_score,canal_whatsapp,canal_sms,canal_llamada,canal_campo,score_riesgo,prob_default,num_atrasos_previos,dias_mora_promedio,ratio_pago,ultimo_pago_dias
47424,66,M,Norte,urbano,recurrente,0,0.48,1,1,1,1,1,0,374,0.018,3,21,0.12,81
47425,50,F,Lima,urbano,recurrente,0,0.86,0,31,0,1,1,1,738,0.484,4,27,0.98,65
47426,63,M,Centro,urbano,nuevo,1,0.9,0,70,1,1,1,0,600,0.146,1,2,0.53,18
47427,61,F,Sur,urbano,nuevo,1,0.61,1,74,1,0,1,1,378,0.192,2,9,0.68,79
47428,40,M,Norte,urbano,recurrente,1,0.27,1,39,1,1,1,0,634,0.902,2,3,0.07,0
47429,27,F,Centro,urbano,nuevo,1,0.06,1,30,1,1,1,0,428,0.557,2,13,0.14,73
47430,25,F,Lima,urbano,nuevo,0,0.85,1,17,1,0,1,0,314,0.21,2,8,0.21,14
47431,51,F,Sur,rural,nuevo,1,0.97,1,57,1,1,1,0,406,0.987,2,16,0.3,28
47432,49,F,Lima,rural,recurrente,1,0.68,1,3,1,1,1,0,478,0.513,6,0,0.95,65
47433,35,M,Lima,urbano,recurrente,1,0.21,1,33,1,1,1,0,602,0.556,4,2,0.05,15
47434,45,F,Centro,rural,nuevo,0,0.81,1,75,1,0,1,0,437,0.828,2,52,0.46,43
47435,33,F,Norte,rural,recurrente,0,0.53,0,2,0,1,1,1,821,0.412,0,1,0.71,27
47436,64,F,Norte,urbano,recurrente,0,0.12,1,87,1,1,1,1,740,0.151,2,7,1.0,38
47437,44,M,Centro,urbano,nuevo,1,0.45,0,37,0,1,1,0,353,0.17,3,6,0.93,47
47438,35,M,Norte,rural,recurrente,1,0.04,1,35,1,1,1,0,659,0.536,2,27,0.42,17
47439,44,M,Lima,urbano,recurrente,1,0.01,1,95,1,1,1,1,510,0.117,1,47,0.87,44
47440,46,F,Centro,urbano,recurrente,1,0.33,1,49,1,1,1,0,401,0.985,0,58,0.94,45
47441,39,F,Sur,urbano,recurrente,1,0.5,0,75,0,0,1,0,653,0.391,0,43,0.48,54
47442,44,F,Centro,urbano,recurrente,0,0.17,1,58,1,1,1,1,787,0.213,1,26,0.85,85
47443,39,F,Centro,urbano,recurrente,0,0.08,1,81,1,1,1,0,349,0.391,0,18,0.51,0
47444,62,M,Centro,rural,recurrente,0,0.4,1,67,1,1,1,1,716,0.019,2,38,0.78,59
47445,37,M,Lima,rural,nuevo,1,0.94,0,0,0,1,1,0,727,0.369,3,2,0.97,16
47446,68,M,Centro,urbano,recurrente,1,0.77,1,53,1,1,1,0,322,0.54,2,16,0.6,74
47447,25,M,Lima,rural,recurrente,1,0.06,1,57,1,1,1,0,337,0.22,0,41,0.9,42
47448,24,F,Norte,rural,recurrente,1,0.98,1,9,1,1,1,0,563,0.16,1,45,0.4,73
47449,42,M,Lima,rural,recurrente,0,0.87,1,50,1,1,1,0,535,0.183,0,44,0.85,15
47450,30,F,Sur,urbano,nuevo,1,0.02,1,16,1,0,1,1,485,0.188,3,40,0.42,58
47451,41,F,Norte,urbano,recurrente,1,0.68,1,55,1,1,1,1,763,0.763,2,52,0.67,78
47452,45,M,Centro,urbano,recurrente,1,0.6,1,18,1,1,1,1,680,0.678,2,42,0.03,42
47453,26,M,Lima,rural,nuevo,1,0.73,1,39,1,1,1,1,411,0.478,3,7,0.85,9
47454,50,M,Sur,urbano,nuevo,0,0.47,1,44,1,1,1,1,625,0.686,1,6,0.47,74
47455,49,F,Centro,urbano,recurrente,1,0.01,1,97,1,1,1,0,700,0.939,0,15,0.2,23
47456,31,M,Lima,urbano,recurrente,1,0.38,1,71,1,1,1,0,622,0.07,1,3,0.58,30
47457,31,M,Norte,rural,recurrente,1,0.99,1,7,1,1,1,1,445,0.428,3,29,0.51,86
47458,68,F,Lima,rural,nuevo,1,0.6,1,80,1,1,1,1,469,0.016,1,42,0.17,81
47459,66,F,Sur,rural,recurrente,0,0.63,1,55,1,1,1,1,475,0.767,4,1,0.87,60
47460,47,M,Lima,urbano,nuevo,0,0.61,0,86,0,0,1,1,760,0.172,0,20,0.89,30
47461,39,M,Sur,urbano,nuevo,1,0.26,0,85,1,1,1,0,636,0.098,3,56,0.47,39
47462,42,F,Lima,urbano,recurrente,1,0.36,1,30,1,1,1,0,704,0.06,0,1,0.37,83
47463,48,M,Sur,urbano,nuevo,0,0.76,1,95,1,1,1,0,451,0.481,3,25,0.89,10
47464,24,F,Lima,urbano,recurrente,1,0.13,0,42,0,1,1,1,576,0.178,4,27,0.69,46
47465,57,F,Lima,urbano,recurrente,1,0.7,0,71,1,1,1,1,479,0.473,1,33,0.6,23
47466,39,F,Lima,urbano,recurrente,1,0.54,1,66,1,1,1,0,312,0.624,3,21,0.93,20
47467,37,F,Sur,urbano,recurrente,1,0.71,1,28,1,1,1,0,600,0.963,3,21,0.81,37
47468,60,F,Centro,urbano,recurrente,1,0.1,1,86,1,1,1,0,475,0.393,3,25,0.51,58
47469,56,M,Lima,rural,nuevo,1,0.6,1,67,1,1,1,1,727,0.76,2,57,0.08,35
47470,43,M,Lima,urbano,nuevo,0,0.26,1,39,1,1,1,0,381,0.153,2,2,0.99,17
47471,48,F,Norte,urbano,recurrente,1,0.94,1,46,1,0,1,1,719,0.425,2,30,0.36,43
47472,31,F,Lima,urbano,nuevo,0,0.09,0,70,0,0,1,0,329,0.225,2,29,0.36,36
47473,34,M,Lima,rural,recurrente,0,0.28,1,51,1,1,1,0,816,0.951,1,56,0.8,17
47474,33,M,Centro,urbano,nuevo,0,0.63,1,0,1,1,1,0,450,0.823,1,8,0.92,6
47475,44,F,Sur,rural,recurrente,0,0.44,1,25,1,1,1,0,498,0.104,1,57,0.5,22
47476,36,F,Norte,urbano,nuevo,1,0.59,1,33,1,1,1,1,649,0.641,4,35,0.11,27
47477,48,F,Norte,urbano,recurrente,1,0.67,1,87,1,1,1,1,667,0.426,2,57,0.67,65
47478,50,F,Norte,urbano,recurrente,1,0.64,1,16,1,1,1,1,736,0.439,1,10,0.89,58
47479,64,M,Centro,urbano,nuevo,1,0.93,1,77,1,0,1,1,820,0.736,4,10,0.89,38
47480,61,M,Norte,rural,recurrente,0,0.43,1,43,1,1,1,1,497,0.199,3,32,0.42,69
47481,59,M,Sur,urbano,recurrente,0,0.32,0,71,1,0,1,1,838,0.241,6,5,0.88,42
47482,62,F,Lima,rural,recurrente,0,0.33,1,71,1,1,1,0,675,0.153,2,42,0.58,29
47483,47,M,Lima,urbano,recurrente,0,0.2,0,91,0,1,1,1,573,0.838,1,34,0.57,61
47484,37,F,Sur,urbano,nuevo,1,0.98,0,78,0,1,1,0,760,0.699,1,52,0.7,45
47485,46,F,Sur,urbano,recurrente,1,0.82,1,79,1,1,1,0,364,0.403,4,41,0.15,5
47486,27,M,Sur,urbano,recurrente,1,0.62,1,58,1,1,1,1,761,0.88,4,24,0.96,56
47487,55,F,Centro,urbano,recurrente,1,0.97,0,68,0,1,1,0,404,0.477,5,30,0.96,34
47488,35,F,Lima,urbano,nuevo,1,0.01,0,34,0,1,1,0,347,0.49,5,7,0.07,76
47489,36,M,Centro,rural,recurrente,0,0.86,1,38,1,1,1,1,379,0.82,2,43,0.6,24
47490,41,F,Lima,urbano,recurrente,1,0.24,1,47,1,1,1,0,694,0.809,1,48,0.39,20
47491,37,F,Sur,urbano,recurrente,1,0.86,1,21,1,0,1,0,616,0.044,1,19,0.47,53
47492,65,M,Norte,urbano,nuevo,1,0.96,1,58,1,1,1,1,550,0.278,2,41,0.39,24
47493,46,F,Sur,urbano,recurrente,1,0.32,1,3,1,1,1,0,543,0.948,4,27,0.6,75
47494,55,F,Sur,rural,recurrente,0,0.6,1,45,1,1,1,0,304,0.749,3,37,0.15,19
47495,40,M,Centro,urbano,recurrente,0,0.12,1,45,1,1,1,1,700,0.848,1,1,0.48,58
47496,40,F,Norte,urbano,recurrente,1,0.99,1,87,1,0,1,1,685,0.965,0,3,0.21,51
47497,43,M,Centro,urbano,nuevo,0,0.51,1,54,1,0,1,1,411,0.886,3,34,0.19,27
47498,25,F,Norte,urbano,nuevo,1,0.34,1,16,1,1,1,0,387,0.06,1,22,0.47,68
47499,29,F,Norte,urbano,recurrente,0,0.01,0,27,0,1,1,0,845,0.7,0,6,0.43,15
47500,43,M,Norte,urbano,nuevo,0,0.97,1,59,1,1,1,0,353,0.901,0,48,0.87,0
47501,38,M,Sur,urbano,recurrente,1,0.95,1,2,1,1,1,0,332,0.247,1,34,0.76,30
47502,49,F,Centro,urbano,recurrente,1,0.82,0,48,0,0,1,1,709,0.153,2,52,0.33,81
47503,31,F,Sur,rural,recurrente,1,0.93,1,97,1,1,1,0,599,0.231,1,56,0.28,25
47504,63,F,Lima,urbano,recurrente,1,0.07,1,41,1,1,1,0,432,0.839,3,10,0.71,58
47505,68,M,Centro,rural,recurrente,1,0.09,0,20,1,0,1,0,672,0.472,8,12,0.55,72
47506,28,M,Lima,urbano,recurrente,0,0.6,0,5,0,0,1,0,757,0.345,1,3,0.49,7
47507,47,F,Sur,urbano,nuevo,1,0.5,0,49,0,0,1,0,368,0.471,1,52,0.48,32
47508,22,M,Lima,rural,nuevo,0,0.47,0,70,1,1,1,1,507,0.222,3,57,0.86,6
47509,43,F,Lima,urbano,recurrente,1,0.13,1,4,1,1,1,0,611,0.493,3,59,0.24,68
47510,41,M,Lima,urbano,recurrente,0,0.01,1,31,1,0,1,0,528,0.43,2,37,0.92,66
47511,30,F,Centro,urbano,recurrente,1,0.43,1,40,1,1,1,0,765,0.601,2,24,0.66,69
47512,58,M,Norte,urbano,nuevo,0,0.16,0,25,0,1,1,0,811,0.238,2,20,0.7,5
47513,24,M,Norte,urbano,recurrente,0,0.25,1,76,1,1,1,0,506,0.064,3,5,0.89,64
47514,41,F,Centro,urbano,recurrente,1,0.11,0,45,0,0,1,1,511,0.03,5,49,0.21,7
47515,57,F,Norte,urbano,recurrente,1,0.56,0,10,0,1,1,1,445,0.731,1,36,0.81,31
47516,63,F,Sur,rural,nuevo,0,0.71,1,88,1,1,1,0,333,0.093,3,24,0.86,60
47517,32,F,Centro,urbano,recurrente,0,0.28,1,76,1,1,1,0,770,0.491,1,11,0.61,38
47518,68,M,Centro,urbano,recurrente,1,0.86,1,20,1,1,1,1,808,0.745,0,51,0.05,61
47519,66,M,Norte,rural,nuevo,0,0.42,1,5,1,1,1,1,535,0.416,2,8,0.07,48
47520,34,F,Centro,rural,recurrente,1,0.86,1,78,1,1,1,0,346,0.147,3,34,0.44,64
47521,40,M,Lima,rural,recurrente,1,0.09,0,79,0,1,1,0,757,0.761,1,13,0.18,67
47522,67,F,Centro,rural,nuevo,0,0.9,1,56,1,1,1,1,302,0.011,2,26,0.95,89
47523,28,M,Centro,urbano,nuevo,0,0.06,0,90,1,0,1,0,795,0.016,1,26,0.24,70
47524,47,M,Centro,urbano,nuevo,1,0.26,0,85,0,1,1,0,648,0.855,3,34,0.21,36
47525,57,F,Sur,rural,recurrente,1,0.39,1,54,1,1,1,0,762,0.076,3,21,0.15,50
47526,61,F,Sur,rural,nuevo,1,0.02,0,19,0,1,1,0,537,0.97,1,4,0.11,59
47527,41,F,Lima,urbano,nuevo,0,0.84,0,96,0,1,1,0,656,0.456,1,41,0.31,54
47528,68,F,Lima,urbano,recurrente,0,0.38,0,18,1,1,1,1,709,0.202,2,21,0.12,77
47529,55,F,Norte,urbano,nuevo,1,0.3,1,63,1,1,1,0,628,0.412,2,4,0.86,75
47530,64,F,Lima,rural,nuevo,1,0.91,1,86,1,1,1,0,546,0.81,2,10,0.93,56
47531,59,M,Centro,urbano,nuevo,1,0.64,0,28,1,1,1,1,747,0.968,3,37,0.63,47
47532,69,M,Norte,urbano,recurrente,1,0.27,1,69,1,1,1,0,728,0.9,2,35,0.74,26
47533,35,M,Sur,urbano,recurrente,1,0.25,1,83,1,1,1,1,798,0.906,4,22,0.99,43
47534,67,F,Norte,urbano,recurrente,0,0.63,0,36,0,0,1,1,713,0.662,1,3,0.11,56
47535,32,M,Sur,urbano,nuevo,0,0.52,1,93,1,1,1,1,311,0.859,1,11,0.89,68
47536,54,F,Centro,urbano,recurrente,1,0.66,1,79,1,1,1,0,534,0.23,2,23,0.25,59
47537,28,M,Centro,urbano,recurrente,0,0.51,1,67,1,0,1,0,307,0.903,1,30,0.4,64
47538,57,F,Sur,urbano,recurrente,0,0.38,0,37,0,0,1,0,714,0.917,1,34,0.79,69
47539,50,M,Norte,urbano,recurrente,1,0.68,1,19,1,1,1,0,735,0.665,2,2,0.22,3
47540,23,M,Sur,urbano,recurrente,1,0.5,1,55,1,0,1,1,685,0.156,5,17,0.5,84
47541,50,F,Lima,urbano,recurrente,0,0.8,1,94,1,1,1,0,396,0.25,0,55,0.35,70
47542,49,F,Centro,urbano,nuevo,0,1.0,1,3,1,0,1,1,442,0.003,3,5,0.34,65
47543,21,F,Sur,rural,recurrente,0,0.42,1,67,1,1,1,1,662,0.599,2,21,0.75,84
47544,36,F,Norte,urbano,recurrente,1,0.72,0,66,0,1,1,0,798,0.763,0,40,0.75,28
47545,62,M,Sur,rural,nuevo,0,0.58,1,61,1,1,1,0,319,0.688,0,55,0.58,86
47546,51,F,Norte,urbano,recurrente,1,0.94,1,92,1,1,1,0,642,0.457,0,54,0.51,39
47547,30,F,Centro,urbano,recurrente,1,0.33,1,39,1,1,1,1,363,0.507,1,46,0.35,6
47548,50,F,Norte,urbano,recurrente,1,0.82,0,71,0,1,1,1,657,0.498,2,17,0.56,55
47549,63,M,Centro,rural,recurrente,0,0.49,1,27,1,1,1,0,606,0.218,3,40,0.89,34
47550,46,F,Centro,urbano,recurrente,1,0.46,1,91,1,1,1,0,391,0.909,2,50,0.37,4
47551,32,F,Norte,urbano,recurrente,1,0.54,1,82,1,0,1,0,457,0.241,0,59,0.99,71
47552,60,M,Sur,urbano,nuevo,1,0.58,0,84,0,0,1,0,403,0.671,0,57,0.52,16
47553,25,F,Lima,urbano,nuevo,1,0.78,0,90,1,0,1,0,339,0.004,0,42,0.49,62
47554,29,F,Sur,urbano,recurrente,0,0.85,1,4,1,1,1,0,568,0.991,0,56,0.36,74
47555,31,F,Norte,urbano,recurrente,0,0.82,1,15,1,1,1,0,732,0.219,2,13,0.38,22
47556,67,M,Centro,urbano,recurrente,1,0.24,0,49,0,1,1,0,681,0.38,3,41,0.29,35
47557,43,F,Norte,urbano,nuevo,1,0.01,0,70,0,1,1,1,653,0.424,1,6,0.11,66
47558,37,F,Sur,urbano,recurrente,0,0.48,0,54,0,1,1,1,411,0.128,2,14,0.21,68
47559,63,M,Norte,urbano,recurrente,1,0.85,1,44,1,1,1,1,522,0.143,4,26,0.04,71
47560,33,M,Centro,urbano,recurrente,0,0.51,1,89,1,1,1,0,641,0.067,2,2,0.62,83
47561,37,M,Norte,rural,nuevo,1,0.6,0,50,1,1,1,0,413,0.743,3,19,0.23,20
47562,43,M,Centro,urbano,recurrente,1,0.47,1,90,1,1,1,0,508,0.57,0,51,0.95,60
47563,59,F,Centro,urbano,recurrente,1,0.18,0,59,1,1,1,1,773,0.503,3,15,1.0,83
47564,29,F,Norte,urbano,nuevo,1,0.3,1,12,1,1,1,1,828,0.039,0,44,0.94,24
47565,38,M,Sur,urbano,recurrente,0,0.93,0,74,0,1,1,1,453,0.568,1,58,0.7,66
47566,38,M,Sur,urbano,recurrente,1,0.74,1,14,1,0,1,1,505,0.727,2,46,0.27,25
47567,50,F,Lima,urbano,recurrente,0,0.98,1,0,1,1,1,1,456,0.113,1,20,0.53,43
47568,62,M,Lima,urbano,recurrente,1,0.33,1,11,1,1,1,0,397,0.388,3,37,0.83,72
47569,64,M,Sur,rural,recurrente,0,0.43,1,53,1,1,1,1,548,0.293,2,25,0.78,69
47570,46,F,Centro,urbano,recurrente,0,0.82,1,94,1,1,1,1,461,0.782,5,29,0.47,72
47571,38,M,Norte,rural,recurrente,1,0.26,0,72,0,1,1,0,540,0.28,2,32,0.15,55
47572,41,F,Norte,urbano,recurrente,1,0.63,1,55,1,1,1,1,650,0.792,1,16,0.27,46
47573,61,F,Norte,urbano,nuevo,0,0.7,1,70,1,0,1,1,559,0.756,1,39,0.28,41
47574,61,M,Centro,urbano,recurrente,0,0.85,1,45,1,0,1,1,583,0.501,1,59,0.03,47
47575,62,M,Sur,rural,nuevo,1,0.09,1,22,1,1,1,1,388,0.56,6,55,0.13,74
47576,53,M,Sur,urbano,nuevo,1,0.83,1,73,1,1,1,1,465,0.303,2,28,0.18,14
47577,63,F,Centro,urbano,nuevo,0,0.65,0,98,1,1,1,0,319,0.981,2,15,0.62,47
47578,34,M,Centro,urbano,nuevo,1,1.0,1,49,1,1,1,1,612,0.022,4,0,0.82,69
47579,30,M,Sur,urbano,recurrente,1,0.05,1,67,1,0,1,1,399,0.637,3,1,0.73,29
47580,48,F,Norte,urbano,recurrente,1,0.78,0,44,0,1,1,0,549,0.273,4,52,0.88,22
47581,34,F,Norte,urbano,nuevo,0,0.74,1,51,1,1,1,0,635,0.378,3,46,0.6,33
47582,39,M,Norte,urbano,nuevo,1,0.79,1,57,1,1,1,0,827,0.636,3,20,0.7,87
47583,46,F,Sur,urbano,nuevo,1,0.35,1,40,1,1,1,0,631,0.105,1,29,0.74,34
47584,30,F,Norte,rural,nuevo,0,0.46,1,11,1,1,1,0,641,0.041,1,0,0.11,35
47585,37,M,Centro,rural,recurrente,1,0.28,1,88,1,1,1,0,355,0.185,2,59,0.42,60
47586,54,F,Sur,urbano,recurrente,0,0.68,1,24,1,1,1,0,430,0.139,3,57,0.44,87
47587,34,M,Sur,urbano,nuevo,1,0.74,0,29,0,1,1,0,737,0.813,2,58,0.87,17
47588,46,F,Norte,urbano,nuevo,0,0.33,1,92,1,1,1,0,360,0.034,1,35,0.46,11
47589,54,M,Lima,urbano,nuevo,0,0.19,1,100,1,1,1,1,692,0.426,1,7,0.64,89
47590,39,M,Sur,urbano,recurrente,0,0.48,1,69,1,1,1,0,526,0.957,2,50,0.5,83
47591,44,M,Centro,rural,recurrente,0,0.19,1,76,1,1,1,0,523,0.936,3,15,0.53,10
47592,51,F,Sur,urbano,nuevo,1,0.43,0,61,0,1,1,1,655,0.245,4,0,0.91,74
47593,60,F,Norte,urbano,nuevo,0,0.65,1,74,1,0,1,1,358,0.911,0,29,0.69,75
47594,26,F,Centro,rural,recurrente,1,0.64,0,45,0,1,1,1,729,0.135,0,13,0.89,82
47595,40,M,Lima,urbano,nuevo,1,0.97,1,49,1,1,1,0,550,0.151,1,30,0.55,84
47596,59,M,Lima,rural,recurrente,0,0.78,0,96,0,1,1,0,307,0.698,2,32,0.43,79
47597,65,F,Norte,urbano,recurrente,1,0.88,1,0,1,0,1,1,413,0.136,2,18,0.18,12
47598,54,M,Centro,urbano,nuevo,1,0.23,1,59,1,0,1,1,400,0.26,2,31,0.78,73
47599,42,M,Centro,urbano,recurrente,0,0.37,1,63,1,1,1,0,550,0.954,4,39,0.86,6
47600,27,F,Lima,urbano,nuevo,1,0.1,0,65,0,0,1,0,523,0.048,1,36,0.81,32
47601,53,M,Norte,urbano,nuevo,1,0.39,1,48,1,1,1,1,781,0.461,2,22,0.37,66
47602,26,F,Norte,urbano,recurrente,0,0.43,1,29,1,1,1,0,537,0.658,1,11,0.99,26
47603,36,F,Lima,urbano,recurrente,0,0.93,0,92,0,0,1,1,636,0.33,1,8,0.62,54
47604,28,M,Sur,urbano,nuevo,1,0.57,1,93,1,0,1,1,723,0.564,1,9,0.37,60
47605,65,F,Lima,rural,recurrente,0,0.34,0,47,0,1,1,1,348,0.293,4,44,0.17,61
47606,43,F,Centro,urbano,recurrente,0,0.35,0,64,0,0,1,1,844,0.327,6,34,0.68,83
47607,38,M,Sur,rural,nuevo,0,0.03,1,7,1,1,1,1,322,0.556,2,15,0.64,87
47608,34,F,Sur,urbano,nuevo,1,0.5,1,54,1,1,1,1,788,0.443,3,3,0.81,16
47609,56,F,Sur,urbano,recurrente,0,0.73,1,80,1,1,1,0,307,0.126,3,19,0.41,7
47610,35,M,Centro,urbano,recurrente,1,0.28,1,33,1,1,1,0,410,0.919,1,15,0.75,66
47611,25,M,Lima,urbano,nuevo,1,0.89,1,65,1,1,1,1,410,0.402,2,53,0.08,2
47612,66,F,Sur,urbano,recurrente,0,0.94,1,61,1,1,1,1,406,0.735,3,10,0.95,71
47613,68,F,Norte,urbano,nuevo,0,0.54,1,17,1,1,1,1,682,0.638,4,54,0.22,53
47614,35,F,Norte,urbano,recurrente,1,0.77,1,77,1,1,1,1,321,0.781,3,32,0.26,77
47615,31,M,Sur,urbano,recurrente,1,0.68,1,20,1,1,1,1,844,0.635,0,45,0.87,88
47616,22,F,Lima,urbano,nuevo,1,0.57,1,18,1,0,1,0,340,0.759,1,21,0.73,34
47617,43,F,Centro,urbano,nuevo,0,0.79,0,3,0,1,1,0,645,0.675,2,24,0.3,0
47618,44,M,Sur,rural,nuevo,0,0.48,1,43,1,1,1,0,800,0.163,1,27,0.23,70
47619,38,F,Centro,urbano,recurrente,0,0.29,0,87,1,0,1,1,409,0.318,4,44,0.96,10
47620,24,M,Norte,urbano,recurrente,1,0.84,0,77,1,1,1,0,615,0.269,5,40,0.04,28
47621,35,M,Norte,urbano,nuevo,1,0.53,0,49,0,1,1,0,553,0.65,1,32,0.78,31
47622,32,M,Sur,urbano,recurrente,1,0.06,1,32,1,1,1,0,439,0.765,2,40,0.04,14
47623,23,M,Centro,urbano,nuevo,1,0.15,0,38,0,1,1,1,732,0.96,0,31,0.74,40
47624,52,F,Lima,urbano,nuevo,1,0.44,0,100,1,0,1,1,337,0.719,3,5,0.18,2
47625,56,M,Norte,urbano,nuevo,1,0.69,1,32,1,1,1,0,364,0.569,0,50,0.88,14
47626,41,M,Centro,urbano,recurrente,1,0.52,1,85,1,0,1,0,511,0.307,4,35,0.1,1
47627,68,M,Lima,rural,nuevo,1,0.12,1,58,1,1,1,0,775,0.584,4,2,0.46,48
47628,26,M,Centro,urbano,recurrente,0,0.21,0,74,0,0,1,1,773,0.8,0,41,0.93,58
47629,22,F,Norte,urbano,nuevo,1,0.78,1,10,1,1,1,1,385,0.565,0,20,0.13,0
47630,29,F,Norte,urbano,recurrente,1,0.29,1,24,1,1,1,0,322,0.462,1,27,0.41,84
47631,32,M,Sur,urbano,recurrente,0,0.85,1,23,1,1,1,0,677,0.373,2,50,0.96,12
47632,64,F,Centro,rural,recurrente,0,0.68,1,38,1,1,1,0,578,0.906,1,36,0.49,73
47633,44,M,Norte,urbano,nuevo,0,0.11,1,21,1,1,1,1,635,0.973,1,48,0.87,2
47634,34,M,Centro,urbano,nuevo,1,0.2,0,72,0,1,1,0,450,0.049,2,55,0.04,19
47635,69,F,Sur,urbano,nuevo,0,0.76,1,30,1,1,1,0,756,0.844,2,34,0.99,43
47636,61,M,Norte,urbano,recurrente,1,0.13,0,48,1,1,1,0,427,0.86,0,54,0.47,83
47637,32,F,Norte,urbano,recurrente,0,0.26,0,0,0,1,1,1,351,0.104,2,39,0.38,25
47638,47,M,Lima,urbano,recurrente,1,0.05,1,95,1,1,1,1,402,0.478,1,26,0.5,3
47639,30,M,Sur,urbano,recurrente,0,0.8,1,36,1,1,1,1,411,0.07,2,39,0.16,29
47640,63,M,Centro,urbano,nuevo,1,0.63,1,11,1,1,1,0,797,0.836,0,22,0.52,79
47641,22,F,Centro,urbano,recurrente,0,0.82,0,74,0,1,1,0,833,0.035,0,35,0.74,63
47642,51,M,Lima,urbano,nuevo,0,0.41,1,34,1,1,1,0,669,0.458,4,54,0.6,69
47643,48,M,Sur,urbano,recurrente,1,0.22,1,35,1,1,1,0,715,0.942,3,20,0.09,5
47644,36,M,Centro,rural,nuevo,1,0.75,0,41,1,1,1,0,351,0.131,4,44,0.0,41
47645,21,F,Centro,urbano,nuevo,1,0.74,0,58,0,1,1,1,542,0.04,1,15,0.07,75
47646,42,M,Lima,rural,recurrente,1,0.45,1,94,1,1,1,1,515,0.738,3,59,0.24,87
47647,21,F,Norte,urbano,nuevo,0,0.25,1,45,1,1,1,0,630,0.272,2,42,0.47,37
47648,51,F,Centro,rural,recurrente,1,0.46,1,24,1,1,1,1,602,0.426,2,9,0.14,29
47649,42,F,Sur,urbano,recurrente,1,0.16,1,42,1,1,1,0,613,0.139,2,21,0.02,18
47650,54,F,Centro,rural,recurrente,0,0.17,0,74,1,1,1,1,349,0.092,2,27,0.32,12
47651,32,M,Centro,rural,nuevo,1,0.64,1,49,1,0,1,0,651,0.363,1,52,0.86,30
47652,43,M,Sur,rural,recurrente,0,0.25,1,67,1,1,1,0,318,0.069,3,18,0.92,37
47653,48,F,Sur,urbano,nuevo,0,0.81,0,76,1,1,1,1,724,0.871,5,42,0.02,77
47654,32,F,Norte,rural,nuevo,1,0.37,1,53,1,1,1,0,444,0.517,3,52,0.56,59
47655,47,M,Centro,urbano,recurrente,1,0.91,1,94,1,0,1,0,529,0.698,2,25,0.96,24
47656,43,M,Norte,urbano,nuevo,0,0.71,0,62,1,1,1,0,742,0.678,1,22,0.16,77
47657,21,M,Sur,urbano,nuevo,0,0.09,0,47,1,1,1,0,443,0.275,1,45,0.69,7
47658,63,M,Lima,rural,recurrente,1,0.62,0,83,1,1,1,0,653,0.896,4,5,0.74,49
47659,22,F,Lima,urbano,nuevo,0,0.11,0,13,0,1,1,0,393,0.898,2,12,0.56,59
47660,64,M,Norte,urbano,recurrente,0,0.21,0,76,0,0,1,0,486,0.095,4,2,0.31,66
47661,51,F,Centro,urbano,recurrente,0,0.83,1,60,1,1,1,0,627,0.136,2,55,0.33,67
47662,22,M,Norte,urbano,nuevo,1,0.31,0,58,0,0,1,0,598,0.853,3,27,0.02,58
47663,69,F,Centro,rural,recurrente,0,0.92,0,91,0,1,1,1,444,0.886,2,53,0.34,37
47664,45,F,Lima,urbano,recurrente,0,0.67,0,27,1,1,1,0,587,0.8,0,5,0.8,52
47665,58,M,Lima,urbano,recurrente,0,0.56,1,96,1,1,1,0,579,0.658,6,30,0.25,9
47666,68,F,Norte,urbano,recurrente,1,0.63,1,83,1,1,1,0,615,0.334,1,39,0.18,79
47667,39,M,Centro,urbano,recurrente,1,0.71,1,98,1,1,1,0,560,0.13,0,33,0.54,60
47668,48,F,Centro,urbano,recurrente,0,0.03,0,90,0,1,1,1,584,0.389,2,15,0.58,54
47669,26,F,Centro,urbano,nuevo,1,0.96,1,77,1,0,1,0,512,0.893,2,41,0.17,21
47670,59,M,Centro,urbano,nuevo,0,0.5,0,28,0,1,1,0,379,0.142,2,23,0.39,7
47671,39,F,Lima,urbano,recurrente,1,0.08,1,56,1,1,1,1,727,0.534,1,34,0.98,66
47672,37,M,Lima,rural,nuevo,1,0.63,1,14,1,1,1,1,777,0.709,4,4,0.33,15
47673,26,M,Lima,rural,recurrente,1,0.97,1,1,1,1,1,1,375,0.538,5,16,0.86,36
47674,35,F,Norte,rural,nuevo,1,0.2,0,13,0,0,1,0,358,0.742,2,17,0.81,18
47675,42,M,Lima,rural,recurrente,1,0.72,0,36,1,1,1,0,310,0.753,0,39,0.92,64
47676,61,F,Sur,urbano,recurrente,1,0.19,1,74,1,1,1,0,690,0.856,5,29,0.09,75
47677,54,M,Norte,urbano,nuevo,0,0.81,0,36,1,1,1,0,606,0.428,2,23,0.54,82
47678,25,M,Sur,urbano,nuevo,0,0.32,0,79,1,1,1,0,562,0.825,2,0,0.85,72
47679,43,F,Centro,urbano,nuevo,1,0.28,0,90,0,1,1,0,713,0.005,2,46,0.66,20
47680,25,F,Sur,rural,nuevo,1,0.15,1,53,1,1,1,1,673,0.97,3,57,0.2,57
47681,64,F,Centro,rural,nuevo,1,0.77,1,45,1,1,1,1,492,0.131,5,46,0.09,87
